'Time and date','FP1-F7','F7-T7','T7-P7','P7-O1','FP1-F3','F3-C3','C3-P3','P3-O1','FP2-F4','F4-C4','C4-P4','P4-O2','FP2-F8','F8-T8','T8-P8','P8-O2','FZ-CZ','CZ-PZ','P7-T7','T7-FT9','FT9-FT10','FT10-T8','T8-P8','ECG'
'[18:53:30.418 08/07/2079]',9.768,-11.331,-7.033,-7.424,-22.271,9.768,0.391,-3.516,-0.391,0.000,0.781,14.847,8.987,0.781,10.940,-5.861,-4.298,3.516,7.814,0.000,7.033,-7.424,10.940,116.044
'[18:53:30.422 08/07/2079]',12.503,-17.973,-5.470,-3.126,-20.708,1.172,10.940,-5.079,0.391,1.954,2.735,17.192,9.377,15.629,7.814,-12.503,-8.596,8.205,6.252,-1.954,14.066,8.205,7.814,106.276
'[18:53:30.426 08/07/2079]',8.596,-23.053,-7.033,-11.722,-22.662,7.424,0.781,-18.364,-1.954,-1.954,0.391,15.238,7.424,6.252,8.987,-14.066,-12.894,2.344,7.814,-2.735,24.615,0.781,8.987,99.634
'[18:53:30.430 08/07/2079]',4.689,-25.788,-2.735,-8.596,-25.788,8.987,-4.689,-10.549,-4.689,-3.516,-0.781,17.192,3.907,0.781,4.298,-3.516,-12.503,0.391,3.516,3.907,19.927,-6.252,4.298,96.899
'[18:53:30.434 08/07/2079]',5.079,-32.430,-9.377,-5.861,-24.615,4.689,-1.172,-21.099,-7.814,-2.735,-2.735,16.410,0.000,2.344,-3.516,1.172,-12.894,0.781,10.159,3.126,19.536,-0.781,-3.516,98.852
'[18:53:30.438 08/07/2079]',0.781,-22.271,-8.205,-0.391,-27.741,10.940,3.516,-17.582,-8.987,0.000,-3.126,15.629,-2.344,-10.940,11.722,3.907,-12.894,3.516,8.987,-11.331,14.457,-7.814,11.722,104.713
'[18:53:30.441 08/07/2079]',-3.516,-12.503,1.563,-6.252,-33.602,14.847,7.033,-8.987,-7.814,0.391,-1.954,16.410,-0.391,-13.675,9.377,10.940,-9.768,3.126,-0.781,-3.907,-0.391,-10.940,9.377,114.481
'[18:53:30.445 08/07/2079]',-3.126,-12.503,3.516,1.172,-34.774,15.629,8.987,-1.563,-7.814,1.954,0.000,14.847,0.000,-15.238,14.066,8.987,-5.470,7.033,-2.735,1.954,-5.079,-14.066,14.066,125.812
'[18:53:30.449 08/07/2079]',-4.689,-12.503,-3.516,8.987,-34.383,12.894,15.238,-5.079,-7.424,0.781,0.781,14.457,-2.735,-2.735,4.298,10.159,-5.861,8.205,4.298,-7.424,-5.470,1.172,4.298,138.706
'[18:53:30.453 08/07/2079]',-4.298,-12.894,-7.424,-1.563,-33.602,10.549,15.629,-19.145,-5.079,-3.907,1.563,16.410,0.781,4.298,-17.973,19.927,-3.516,2.344,8.205,-2.344,-11.331,11.331,-17.973,151.990
'[18:53:30.457 08/07/2079]',-0.781,-15.238,-14.066,0.781,-29.695,7.424,5.079,-12.112,-6.252,-1.563,0.391,10.549,-2.344,2.735,-6.252,8.205,-2.344,3.126,14.847,-2.344,-12.503,5.861,-6.252,159.805
'[18:53:30.461 08/07/2079]',0.781,-16.020,-23.834,-0.781,-27.350,-0.391,3.907,-14.457,-4.298,1.954,-0.781,10.159,-2.735,22.662,-8.596,-4.298,-2.735,5.470,24.615,-11.722,-7.814,28.913,-8.596,166.056
'[18:53:30.465 08/07/2079]',0.391,-18.755,-19.145,-12.503,-29.695,2.735,1.563,-23.443,-2.735,2.735,-1.172,0.781,0.781,1.172,8.596,-12.112,-3.516,3.516,19.927,-0.391,-12.503,8.987,8.596,170.354
'[18:53:30.469 08/07/2079]',6.252,-23.443,0.391,-3.516,-27.741,18.364,-3.907,-5.079,0.000,8.987,-1.172,3.516,3.907,-19.927,38.291,-10.940,0.391,6.252,0.391,5.470,-8.596,-16.410,38.291,183.639
'[18:53:30.473 08/07/2079]',6.642,-25.788,-1.563,3.516,-28.132,14.457,4.298,-6.252,-2.344,9.377,-2.735,4.298,5.470,-3.126,10.549,-5.470,1.172,11.331,2.344,-0.781,5.470,0.391,10.549,195.360
'[18:53:30.477 08/07/2079]',0.391,-19.145,-0.391,0.000,-29.695,11.722,12.503,-13.675,0.781,6.252,-4.689,5.079,10.549,-13.284,8.596,1.954,0.391,10.940,1.172,-2.344,9.377,-8.987,8.596,209.426
'[18:53:30.480 08/07/2079]',-4.689,-11.331,5.861,-2.344,-30.085,12.894,15.238,-10.159,2.344,5.861,-3.126,14.847,14.066,-16.410,11.722,10.159,3.516,12.112,-5.079,3.126,7.814,-13.284,11.722,227.399
'[18:53:30.484 08/07/2079]',2.735,-12.112,-4.298,0.391,-28.523,9.768,12.503,-7.033,0.000,5.861,-2.735,14.066,11.331,-5.079,0.391,10.549,3.516,16.410,5.079,-0.391,0.391,-1.954,0.391,240.684
'[18:53:30.488 08/07/2079]',1.172,-19.145,-3.516,0.000,-26.960,7.424,12.894,-15.238,0.391,5.861,-0.391,5.079,13.284,-1.172,5.861,-7.033,1.172,17.582,4.298,-5.079,9.768,6.252,5.861,257.094
'[18:53:30.492 08/07/2079]',-2.735,-19.536,1.172,-0.391,-28.523,10.159,7.424,-10.549,-4.298,2.344,0.391,11.722,7.033,-6.642,9.768,0.000,0.391,14.457,-0.391,-6.642,14.457,2.344,9.768,263.736
'[18:53:30.496 08/07/2079]',-4.689,-20.708,4.689,-1.954,-30.476,7.814,4.689,-4.298,-6.642,1.563,-0.781,8.987,6.252,3.516,-5.861,-1.954,-0.781,12.503,-3.907,1.172,8.205,14.066,-5.861,275.458
'[18:53:30.500 08/07/2079]',-4.689,-17.582,-5.079,-0.391,-27.350,2.344,7.814,-11.722,-9.377,0.781,0.391,5.079,5.079,25.788,-23.443,-10.159,-2.735,14.066,5.861,-5.470,14.066,33.211,-23.443,278.584
'[18:53:30.504 08/07/2079]',1.172,-21.490,-1.563,-4.689,-25.006,5.470,10.159,-17.192,-10.940,0.781,2.735,11.722,2.344,0.391,3.516,-3.516,-5.470,15.238,2.344,-3.907,4.689,11.722,3.516,285.226
'[18:53:30.508 08/07/2079]',3.516,-21.880,-6.642,1.954,-27.350,-1.172,7.814,-1.563,-7.033,5.470,-0.391,18.364,6.642,-14.066,22.271,1.172,-3.907,16.410,7.424,8.987,-7.424,-5.861,22.271,282.882
'[18:53:30.512 08/07/2079]',1.563,-19.927,-3.516,-4.689,-30.476,1.563,4.298,-1.954,-6.642,5.861,0.000,8.205,8.205,-18.755,23.834,-6.252,-3.907,21.880,4.298,6.642,0.391,-16.020,23.834,273.114
'[18:53:30.516 08/07/2079]',-4.298,-14.847,9.768,-0.781,-28.132,17.192,0.000,1.954,-6.252,8.987,0.391,9.768,7.424,-20.708,25.397,0.391,-4.298,26.960,-8.987,-5.861,9.768,-12.894,25.397,250.061
'[18:53:30.520 08/07/2079]',-7.033,-24.615,8.205,5.861,-31.258,14.457,-5.079,5.470,-9.377,4.298,-0.781,15.629,5.079,-18.364,16.020,5.470,-6.252,23.443,-7.424,7.424,2.735,-6.642,16.020,221.929
'[18:53:30.523 08/07/2079]',-8.205,-22.662,3.907,-1.172,-33.993,14.066,-6.642,0.391,-13.675,-1.172,1.172,0.000,1.954,-1.563,-6.642,-8.596,-7.033,25.397,-3.126,5.470,4.298,5.861,-6.642,186.374
'[18:53:30.527 08/07/2079]',-5.079,-8.596,-3.516,-0.781,-25.397,14.457,-1.954,-4.298,-9.768,0.391,11.722,7.033,4.689,22.662,-4.689,-14.847,-4.298,29.695,4.298,-9.768,7.424,32.039,-4.689,147.692
'[18:53:30.531 08/07/2079]',-4.298,-15.238,1.172,3.126,-24.615,8.987,-0.781,1.172,-8.205,-7.814,12.112,17.192,4.689,8.987,4.689,-7.033,-5.079,25.788,-0.391,5.470,11.722,8.205,4.689,105.495
'[18:53:30.535 08/07/2079]',1.954,-14.847,10.549,-10.940,-25.397,5.079,11.722,-4.689,-4.689,-4.689,10.159,5.861,10.159,4.689,0.000,-8.987,-3.516,26.569,-9.768,8.596,16.801,0.781,0.000,62.125
'[18:53:30.539 08/07/2079]',-1.172,-7.424,18.755,-4.298,-17.582,18.364,5.470,0.000,0.000,0.781,8.987,3.907,10.549,-8.987,17.973,-6.642,-1.563,26.569,-17.973,-12.112,25.788,-5.079,17.973,16.801
'[18:53:30.543 08/07/2079]',-17.973,-10.940,23.053,0.391,-24.225,13.675,3.907,1.172,-4.689,-1.563,-1.563,10.159,3.126,-23.053,12.503,7.033,-7.424,19.927,-22.271,-10.159,20.317,0.000,12.503,-35.165
'[18:53:30.547 08/07/2079]',-19.927,-10.159,11.331,-3.907,-30.867,10.549,2.344,-4.298,-10.159,-3.907,-4.298,2.735,-3.907,-28.523,10.549,5.079,-8.987,12.894,-10.549,-3.516,0.391,0.781,10.549,-86.740
'[18:53:30.551 08/07/2079]',-11.722,-8.205,-5.079,-0.391,-27.741,9.768,0.391,-8.205,-7.814,-3.907,-1.954,3.907,-2.344,-22.271,6.252,7.033,-5.470,12.894,5.861,-8.987,-4.298,4.689,6.252,-142.222
'[18:53:30.555 08/07/2079]',-8.987,-14.457,-6.252,3.907,-22.271,8.987,0.781,-12.503,-8.596,-4.298,0.391,5.470,-4.689,-20.317,8.596,7.424,-2.735,13.675,7.033,-8.987,0.781,3.907,8.596,-194.579
'[18:53:30.559 08/07/2079]',-7.814,-8.987,-3.126,3.516,-22.271,5.470,3.516,-4.689,-9.768,-6.252,2.735,8.987,-7.814,-12.503,5.470,9.377,0.781,9.768,3.907,-2.344,-3.907,3.907,5.470,-244.200
'[18:53:30.563 08/07/2079]',-7.033,-8.596,-1.172,-5.079,-25.006,0.391,6.252,-3.516,-5.079,-0.391,3.907,4.298,-3.516,-13.675,14.847,3.907,4.298,9.768,1.954,-1.563,1.563,-8.987,14.847,-280.147
'[18:53:30.566 08/07/2079]',-10.940,-14.066,18.364,-1.172,-19.145,17.582,-3.516,-3.126,-5.079,2.735,5.470,2.735,-2.344,-15.238,19.536,3.126,7.424,13.284,-17.582,-6.642,21.099,-14.847,19.536,-303.199
'[18:53:30.570 08/07/2079]',-13.675,-23.443,25.788,0.391,-21.490,9.768,4.298,-1.954,-7.033,-3.516,8.987,3.907,-3.907,-16.020,11.331,10.159,2.735,10.940,-25.006,-4.298,21.490,-9.377,11.331,-313.748
'[18:53:30.574 08/07/2079]',-10.159,-22.271,21.099,-3.126,-24.225,5.861,1.172,1.954,-3.126,-5.470,10.940,6.252,0.391,-10.159,1.172,15.238,4.298,8.987,-20.317,4.689,10.159,-5.470,1.172,-316.484
'[18:53:30.578 08/07/2079]',-9.377,-20.708,11.722,-3.516,-21.099,5.079,-1.954,-3.126,-4.689,-11.331,15.629,3.907,0.781,-16.801,4.298,14.066,5.470,11.331,-10.940,2.735,10.940,-8.596,4.298,-316.874
'[18:53:30.582 08/07/2079]',-14.066,-22.271,5.470,-3.516,-24.615,-0.781,1.954,-10.159,-7.424,-16.410,18.364,3.126,-3.907,-19.145,-1.563,23.053,1.954,9.768,-4.689,6.252,-8.205,6.252,-1.563,-314.921
'[18:53:30.586 08/07/2079]',-8.987,-21.099,5.079,-3.516,-26.960,-2.735,7.424,-6.252,-4.298,-16.801,21.880,0.391,-3.126,-10.159,-0.391,14.847,3.907,9.377,-4.298,10.159,-17.973,12.112,-0.391,-310.623
'[18:53:30.590 08/07/2079]',-11.331,-18.364,-2.735,-2.344,-26.178,-8.596,9.768,-9.377,-3.907,-12.894,22.271,3.126,-3.907,-12.894,15.238,10.159,5.470,12.894,3.516,2.344,-5.861,0.391,15.238,-303.199
'[18:53:30.594 08/07/2079]',-19.536,-21.880,20.317,-3.126,-25.788,-9.768,16.410,-5.079,-4.298,-13.675,25.788,0.391,-3.907,-12.112,14.847,8.987,4.298,15.238,-19.536,-3.516,6.642,3.907,14.847,-294.994
'[18:53:30.598 08/07/2079]',-24.615,-12.112,28.913,-9.377,-28.523,-8.596,20.317,-0.391,-4.298,-14.847,27.741,4.689,-2.735,7.033,2.735,5.079,3.516,14.066,-28.132,-0.781,11.331,12.112,2.735,-284.054
'[18:53:30.602 08/07/2079]',-15.629,-2.735,21.099,-20.708,-26.178,-9.768,25.006,-7.424,-5.079,-14.066,30.867,7.424,0.391,0.391,12.894,3.516,3.907,16.020,-20.317,-7.814,6.252,6.642,12.894,-270.379
'[18:53:30.605 08/07/2079]',-13.284,-8.205,18.755,-18.755,-24.225,1.954,14.066,-13.675,-8.596,-19.536,32.821,3.907,0.000,3.907,-2.735,5.861,5.470,16.801,-17.973,-8.205,8.205,16.410,-2.735,-247.326
'[18:53:30.609 08/07/2079]',-19.536,-0.781,10.159,-23.053,-28.132,0.391,15.238,-20.708,-11.331,-21.880,30.476,2.344,-4.298,0.391,2.735,0.000,4.689,13.675,-9.377,-9.768,1.563,17.973,2.735,-223.101
'[18:53:30.613 08/07/2079]',-16.020,8.596,-3.907,-23.053,-25.397,-1.954,12.503,-19.927,-6.252,-22.662,35.946,1.563,0.781,-10.159,20.317,-3.907,8.205,13.675,4.689,-9.377,2.735,-1.172,20.317,-198.877
'[18:53:30.617 08/07/2079]',-17.192,-0.781,2.735,-7.424,-24.225,1.954,5.470,-5.470,-7.033,-25.006,41.807,1.563,2.735,-5.861,15.238,-1.172,8.987,17.192,-1.954,-7.814,8.987,2.735,15.238,-181.294
'[18:53:30.621 08/07/2079]',-10.159,-5.470,8.596,-5.470,-20.317,7.033,5.079,-4.298,-6.252,-26.569,41.807,0.391,1.172,-12.112,19.927,-1.563,3.516,18.755,-7.814,-10.159,13.675,-7.424,19.927,-172.698
'[18:53:30.625 08/07/2079]',-1.172,-0.781,5.470,-5.079,-25.006,14.066,0.000,9.377,0.391,-27.350,45.324,-3.516,9.768,-4.298,17.582,-8.596,-0.781,15.629,-4.689,-9.377,8.987,-6.252,17.582,-164.884
'[18:53:30.629 08/07/2079]',4.689,-4.689,3.907,0.781,-28.523,23.443,-2.735,13.284,-1.172,-38.291,52.357,-3.907,4.689,12.112,-3.516,-5.861,-8.596,21.880,-3.126,-8.987,6.642,7.033,-3.516,-158.242
'[18:53:30.633 08/07/2079]',4.298,-7.033,-1.954,3.907,-28.913,21.099,7.424,-0.391,-0.781,-35.165,41.807,-7.814,1.954,9.768,-8.205,-6.642,-19.145,26.178,2.735,-13.284,2.735,12.894,-8.205,-148.083
'[18:53:30.637 08/07/2079]',-1.563,11.331,-18.364,2.344,-32.430,14.066,22.662,-11.331,-3.126,-35.556,46.105,-14.457,-2.344,9.377,-1.172,-13.675,-28.132,26.960,19.145,-24.615,-3.516,14.847,-1.172,-138.315
'[18:53:30.641 08/07/2079]',0.391,9.377,-16.410,6.252,-25.788,10.549,25.006,-10.159,-3.126,-30.867,42.589,-9.768,-1.563,1.954,5.470,-8.205,-29.695,34.774,17.192,-12.894,-10.549,7.033,5.470,-135.580
'[18:53:30.645 08/07/2079]',-13.675,12.112,-13.675,2.344,-24.225,1.954,17.973,-8.987,-9.768,-28.523,35.556,-7.424,-4.689,11.722,-9.377,-8.596,-33.602,23.443,14.457,-9.377,-8.205,25.006,-9.377,-135.189
'[18:53:30.648 08/07/2079]',-9.377,-5.079,13.284,-4.298,-16.410,1.954,19.927,-10.940,-7.424,-27.350,32.430,-8.596,-0.391,-5.470,1.563,-7.814,-25.788,9.768,-12.503,14.847,-8.987,8.205,1.563,-133.626
'[18:53:30.652 08/07/2079]',-16.410,-21.099,39.853,1.563,-12.503,19.536,0.000,-2.344,-5.079,-27.741,34.383,-8.987,-1.172,22.271,-14.066,-15.629,-21.490,0.000,-39.072,33.993,1.563,33.602,-14.066,-122.686
'[18:53:30.656 08/07/2079]',-29.304,-28.913,53.529,4.689,-17.192,8.596,14.847,-5.861,-5.470,-28.132,31.258,-8.987,-1.563,19.927,-19.536,-10.940,-19.536,1.172,-52.747,39.072,13.284,30.867,-19.536,-109.792
'[18:53:30.660 08/07/2079]',-37.118,-35.556,69.939,1.172,-20.317,0.781,30.867,-12.894,-3.516,-25.397,26.178,-12.112,-2.344,2.735,-7.424,-8.596,-19.145,8.205,-69.158,45.324,14.847,14.066,-7.424,-97.289
'[18:53:30.664 08/07/2079]',-36.728,9.377,23.443,-3.516,-24.225,3.907,33.602,-20.317,0.000,-18.755,24.225,-16.410,2.735,7.033,-6.252,-16.020,-19.927,20.317,-22.662,0.391,21.880,11.722,-6.252,-88.303
'[18:53:30.668 08/07/2079]',-17.973,-1.172,10.159,-3.126,-26.960,11.331,18.755,-16.020,-0.781,-16.801,20.317,-13.284,6.642,-8.205,-1.563,-8.596,-19.927,28.913,-9.377,5.861,8.987,-4.689,-1.563,-76.581
'[18:53:30.672 08/07/2079]',-8.205,-1.954,-5.861,3.516,-19.145,20.708,-11.331,-1.563,-0.781,-20.708,17.973,-4.298,8.596,-8.205,-4.298,-4.689,-17.582,24.225,6.642,-9.377,13.675,-1.954,-4.298,-67.204
'[18:53:30.676 08/07/2079]',-1.172,1.563,-17.582,-2.344,-15.238,17.192,-28.913,6.252,1.563,-18.755,22.271,-2.735,10.549,9.377,-8.596,-9.377,-16.410,6.252,18.364,-16.410,8.987,17.582,-8.596,-60.562
'[18:53:30.680 08/07/2079]',-0.391,-10.549,-4.298,-7.814,-16.801,15.629,-37.900,14.847,0.000,-24.225,30.085,-1.954,9.377,-1.563,-0.391,-3.516,-18.755,-1.954,5.079,-3.126,7.424,4.689,-0.391,-53.529
'[18:53:30.684 08/07/2079]',4.298,-11.722,3.126,-6.252,-11.722,10.940,-28.913,18.755,0.781,-17.973,26.178,-2.735,12.112,-16.020,11.722,-2.344,-16.410,-3.907,-2.344,-9.768,8.596,-4.689,11.722,-48.449
'[18:53:30.688 08/07/2079]',16.801,-15.238,1.563,-10.940,-7.033,12.894,-18.755,5.470,2.735,-6.642,23.443,-13.284,13.284,-11.331,14.457,-10.940,-16.410,-6.252,-0.781,-16.020,15.629,-2.735,14.457,-37.118
'[18:53:30.691 08/07/2079]',9.768,-17.973,5.470,-12.503,-17.973,24.615,-22.662,1.172,-1.172,-13.284,21.880,-10.159,7.424,-12.503,8.205,-7.033,-16.801,-5.079,-4.689,-7.033,14.066,-5.079,8.205,-23.834
'[18:53:30.695 08/07/2079]',9.377,-27.350,15.629,-14.457,-20.708,25.788,-21.490,0.391,-0.391,-24.225,26.178,-5.079,5.079,-21.880,14.457,-2.735,-14.066,0.391,-14.847,8.596,3.907,-15.238,14.457,-15.238
'[18:53:30.699 08/07/2079]',16.020,-66.422,28.913,-0.391,-18.364,15.629,-16.801,-0.391,-1.954,-32.039,38.291,3.126,3.907,-8.987,4.689,6.252,-21.490,7.033,-28.132,29.695,11.722,0.781,4.689,-21.490
'[18:53:30.703 08/07/2079]',28.523,-80.488,48.840,-13.284,-14.847,8.987,-8.205,-2.344,-4.298,-47.668,52.357,6.642,-0.781,-7.424,-1.563,17.582,-25.788,-0.781,-48.059,32.039,5.079,4.689,-1.563,-37.900
'[18:53:30.707 08/07/2079]',41.026,-106.276,67.204,-30.085,-10.159,8.205,-10.549,-14.066,-2.735,-55.873,59.780,-4.298,2.735,-10.549,-1.172,4.689,-27.350,1.172,-66.422,53.138,10.940,-3.516,-1.172,-57.045
'[18:53:30.711 08/07/2079]',52.747,-107.839,59.389,-35.556,-2.735,10.940,-12.112,-26.569,-2.344,-51.575,60.562,-9.377,7.424,8.987,-14.066,-6.642,-26.178,-3.126,-58.608,42.589,27.741,16.020,-14.066,-64.078
'[18:53:30.715 08/07/2079]',59.780,-99.243,52.357,-46.105,-1.563,21.880,-16.020,-35.946,-5.861,-52.357,60.171,-9.377,6.642,21.880,-21.490,-16.020,-21.099,-19.927,-51.575,34.774,30.476,28.132,-21.490,-59.389
'[18:53:30.719 08/07/2079]',48.449,-99.634,57.436,-53.138,-14.066,23.834,-12.112,-43.761,-11.722,-52.357,53.138,-11.722,2.735,-2.344,-1.172,-23.443,-15.238,-7.814,-56.654,46.105,23.834,5.861,-1.172,-45.714
'[18:53:30.723 08/07/2079]',46.496,-90.647,45.324,-35.165,-14.457,22.662,-14.847,-25.788,-10.549,-39.853,42.589,5.861,3.907,-11.722,10.549,-7.424,-11.722,4.298,-44.542,30.476,28.132,-4.689,10.549,-32.039
'[18:53:30.727 08/07/2079]',33.602,-82.051,48.449,-22.662,-14.066,32.821,-28.132,-13.284,-11.722,-25.397,26.569,2.344,0.391,-13.284,13.675,-10.159,-13.675,9.377,-47.668,26.178,23.443,-3.907,13.675,-24.615
'[18:53:30.730 08/07/2079]',20.708,-65.641,55.092,-22.662,-12.894,48.059,-43.761,-3.516,-4.689,-19.145,19.145,2.344,7.033,-18.755,23.053,-14.847,-14.066,6.642,-54.310,30.867,16.410,-14.457,23.053,-21.099
'[18:53:30.734 08/07/2079]',22.271,-53.919,44.542,-35.556,-4.298,48.059,-48.449,-16.410,0.000,-25.006,31.648,1.172,7.814,-2.344,13.284,-12.112,-12.503,-3.516,-43.761,21.880,15.629,-8.596,13.284,-17.582
'[18:53:30.738 08/07/2079]',25.397,-51.966,37.118,2.735,6.252,62.125,-61.734,7.033,1.563,-28.523,33.211,-3.516,8.987,-5.079,15.629,-17.192,-9.768,-8.596,-36.337,10.940,12.894,4.298,15.629,-14.457
'[18:53:30.742 08/07/2079]',13.284,-53.529,43.370,-7.424,-1.563,45.324,-48.059,0.781,-3.126,-28.913,28.132,-4.689,3.907,-9.768,12.503,-16.410,-16.801,-15.238,-42.589,24.615,8.205,-3.126,12.503,-10.940
'[18:53:30.746 08/07/2079]',12.503,-39.463,28.913,-22.271,-5.470,23.053,-36.337,-0.781,-6.252,-25.006,24.225,-5.861,-1.563,-14.066,17.192,-14.847,-19.145,-8.987,-28.132,16.020,0.391,-7.033,17.192,-8.205
'[18:53:30.750 08/07/2079]',5.861,-47.277,29.304,-14.847,-8.987,19.927,-38.291,1.172,-13.675,-16.020,8.987,-4.689,-10.159,-14.457,8.987,-10.549,-24.615,0.781,-28.523,18.755,0.781,-3.126,8.987,-0.391
'[18:53:30.754 08/07/2079]',-4.298,-51.575,34.774,-20.317,-12.112,32.039,-49.231,-11.722,-15.238,-10.159,0.391,-6.642,-10.940,-17.973,8.205,-11.722,-28.523,-12.503,-33.993,24.615,4.298,-5.470,8.205,10.940
'[18:53:30.758 08/07/2079]',-5.079,-12.894,3.126,-26.960,-10.159,32.821,-54.310,-10.159,-10.159,-21.490,14.847,-1.563,-7.424,-13.675,17.973,-16.410,-26.569,-45.714,-2.344,0.000,5.861,-9.377,17.973,25.397
'[18:53:30.762 08/07/2079]',-6.642,-24.225,3.126,-17.582,-10.159,27.350,-56.264,-5.861,-5.470,-17.973,11.722,-4.689,-3.907,-3.126,3.516,-14.457,-10.940,-50.403,-2.344,8.987,6.252,0.781,3.516,37.509
'[18:53:30.766 08/07/2079]',-13.675,-16.020,2.344,-6.252,-10.159,23.834,-35.165,-11.331,-2.344,-8.205,9.377,-9.768,0.391,-12.503,16.020,-15.238,-7.033,-33.993,-1.563,-4.298,16.801,-6.252,16.020,48.449
'[18:53:30.770 08/07/2079]',-11.722,-8.596,-11.722,-7.033,-8.987,6.252,-19.927,-16.410,3.126,-6.252,1.954,-4.298,7.814,1.954,-5.079,-10.159,-6.252,-33.211,12.503,-7.424,23.443,2.735,-5.079,55.092
'[18:53:30.773 08/07/2079]',-15.238,-19.536,-1.172,-7.424,-16.801,-5.079,-6.642,-12.503,3.907,2.344,-10.159,-4.298,6.642,-1.954,-7.814,-5.861,-5.861,-26.569,1.954,4.298,6.642,7.033,-7.814,51.575
'[18:53:30.777 08/07/2079]',-16.801,-4.689,-10.159,-8.596,-18.364,-12.503,4.689,-13.675,0.391,6.642,-12.894,-1.563,1.172,-25.006,15.629,-0.781,-9.377,-19.927,10.940,-18.755,-0.391,-7.033,15.629,43.761
'[18:53:30.781 08/07/2079]',-19.145,-6.252,-6.642,-11.722,-16.801,3.516,-12.503,-16.801,4.689,1.563,-11.722,0.391,6.642,-17.582,6.252,-1.172,-8.987,-29.304,7.424,-9.377,11.722,-8.987,6.252,28.523
'[18:53:30.785 08/07/2079]',-14.847,-0.391,-12.894,-12.112,-18.755,2.344,-8.987,-15.238,-0.391,-0.391,-5.079,0.391,1.954,-16.801,7.033,0.000,-8.596,-28.523,13.675,-10.549,1.172,-8.987,7.033,22.662
'[18:53:30.789 08/07/2079]',-19.536,4.298,-7.033,-7.424,-15.629,2.344,-8.987,-6.642,-4.689,-3.516,2.735,-0.391,-6.642,-7.033,9.377,-1.954,-7.033,-9.377,7.814,-21.099,6.642,1.563,9.377,21.490
'[18:53:30.793 08/07/2079]',-25.788,-1.172,-6.252,-10.940,-16.410,1.563,-8.987,-19.927,-5.861,-16.020,11.331,-2.344,-9.377,2.344,-3.126,-2.344,-17.582,-5.079,7.033,-17.582,19.145,6.252,-3.126,28.523
'[18:53:30.797 08/07/2079]',-22.271,12.112,-13.284,-13.675,-17.192,-8.987,5.079,-15.629,-0.781,-10.159,4.689,-3.516,-4.689,3.907,-17.973,7.033,-23.053,-14.457,14.066,-23.443,11.331,5.470,-17.973,36.337
'[18:53:30.801 08/07/2079]',-9.377,3.126,-7.814,-13.284,-12.894,-0.781,0.391,-12.894,5.470,-4.689,2.344,-5.861,-2.344,-25.006,16.801,7.033,-18.364,-9.768,8.596,-19.536,-5.861,-17.582,16.801,40.635
'[18:53:30.805 08/07/2079]',-7.424,-7.424,-5.079,-10.549,-12.894,8.205,-5.079,-19.536,8.596,-2.735,-2.344,-3.126,1.563,-28.913,14.847,10.940,-23.053,0.781,5.861,-24.615,0.000,-16.801,14.847,42.589
'[18:53:30.809 08/07/2079]',-7.814,0.781,-15.238,-15.238,-14.847,3.516,-3.907,-21.880,9.768,3.126,-10.940,-8.205,5.079,-16.801,-3.907,8.205,-14.847,0.391,16.020,-23.443,-2.344,-7.424,-3.907,41.026
'[18:53:30.813 08/07/2079]',-14.066,8.205,-16.801,-16.020,-18.364,-0.781,-2.344,-15.629,8.987,5.470,-4.689,-7.814,2.344,-12.503,17.973,-7.033,-5.470,10.549,17.582,-23.053,-8.596,-4.298,17.973,43.370
'[18:53:30.816 08/07/2079]',-9.768,5.079,-21.880,-11.722,-17.973,-2.344,1.563,-19.145,3.516,7.033,-4.689,-1.563,-2.735,3.126,1.563,1.954,-4.298,19.145,22.662,-31.648,-9.768,14.066,1.563,45.714
'[18:53:30.820 08/07/2079]',-7.424,7.424,-34.383,-11.722,-16.410,-14.847,15.238,-28.523,1.563,16.020,-12.894,-2.344,-2.344,-3.516,1.172,4.689,-5.079,11.722,35.165,-35.556,-2.735,1.954,1.172,53.529
'[18:53:30.824 08/07/2079]',-2.344,12.112,-21.099,-14.066,-16.410,-18.364,23.834,-13.284,5.079,25.006,-14.066,1.563,-2.344,-6.252,16.020,10.940,-2.344,16.020,21.880,-33.602,-11.331,-7.814,16.020,58.999
'[18:53:30.828 08/07/2079]',-3.126,-6.252,-3.126,-7.424,-16.410,0.391,4.689,-8.596,1.563,24.225,-19.927,11.722,-4.298,-12.894,14.457,21.490,-0.781,19.145,3.907,-18.755,-13.284,-6.252,14.457,63.687
'[18:53:30.832 08/07/2079]',-5.470,-8.596,-3.907,-11.722,-16.020,-3.907,6.642,-16.410,3.907,20.317,-22.271,5.470,-1.954,1.954,-7.814,15.238,0.391,15.238,4.689,-12.503,-5.079,3.907,-7.814,65.641
'[18:53:30.836 08/07/2079]',-1.172,-10.549,0.391,-19.927,-17.192,0.000,5.861,-19.927,0.781,18.364,-17.582,-2.344,-3.907,-0.391,3.126,0.391,-2.735,10.940,0.391,-9.768,-14.066,7.424,3.126,66.813
'[18:53:30.840 08/07/2079]',1.563,-6.642,-4.298,-19.927,-17.582,5.861,-2.344,-16.410,-0.781,8.205,-10.940,-1.563,-4.689,4.298,0.391,-5.470,-10.159,12.112,5.079,-19.145,-8.987,14.066,0.391,68.767
